portrait,space_sw
tb.1.c257bdc1.eFB_v0oEW6i15NF0wkFplQ,拖走 性感 嘴唇 喜欢 明天 依然
tb.1.c2b1cba2.4vQZhaDpz4H_KUsmMo-8rg,hi 过得 抱抱
tb.1.c2cfddbe.dJ2Qc3r6xnKkh3xBJ8LT4w,我妹 闲滴 害怕 外面 精神 很差 交流 工作 情况 差不多 感觉 精分 撑不住 医院 不止一次 结束 研习 佛法 苟活 至今 真不知道 多久 阳阳 麦田 唠唠 回复 阳阳 麦田 金刚经 作用 越来越 正常 思维 状态
tb.1.c44cdab.rPdP7zhoe4RYjAClesaVAw,死法 轻松 安乐死 无痛 死法 国家 流通 觉得 轻松 下不去 一刀 捅穿 心脏 疼痛 时间 最多 分钟 轻松 下得 足够 勇气 足够 勇气 轻松 死法
tb.1.c4df456.JwqnH7lqF-sfmI2MQNVyQQ,喜欢 喜欢 尽力 改变 报名 培训 消防员 证书 学历 限制 骗钱
tb.1.c55aeacf.dLGM-yj29_A2xJ97FiqYzw,姐姐 好生 漂亮
tb.1.c668be41.k8D_cBKKyXEo4CE97cn_bA,曾经 有过 走来 住院 解决办法 硬着头皮 解决不了 当初 想法 点破
tb.1.c7c14444.ToNsGsslyzqz9ie1DBcMug,妹妹 症状 考虑 住院
tb.1.c8b11e1d.Yj1qhbxoFm_3hhS6lmXtww,每天 渴望 意外 死去
tb.1.c90c64bf.J_ybJp-Ab0epbdFvw3bsYg,清远 白切 了解
tb.1.c93dbf09.oxY8XH4v_n99AVkw7kexyA,小姐姐 调研 报告 自闭 患者 语言障碍 私聊
tb.1.c962804.RfxLbS3gcfG1108X2uGlbw,文法 拉辛 小心 怀孕 能要 孩子
tb.1.c99deeee.hyHcswHoCjaIrFKzn4HxFw,抱歉 学习 帮助 别人 病人 需要 帮助 精神 生活 瞧不起 别人 地域 颜值 势利 干嘛 去理 人心 黑暗 世界 风景 散散心 想要 需要 帮助 建议 看看书 喜欢 大冰 超有 消极 生活 难点 有趣
tb.1.cab2806d.nIxomlD8Md8qCvgXlcctSA,那得 多么 绝望 决绝 死心 说一说 起码 感到 关心 说完 好些
tb.1.cc75e984.ihEiby_zDI7DNp7kxMHu3g,您好 因缘际会 来者 试着 念念 大千世界 无挂无碍 自去 自来 自由自在 要生 便生 莫找 替代
tb.1.ce4535df.08l-Jt5Pj97ueaqb6EFIDA,女孩 闺蜜 拉拉
tb.1.cee70bb0.ZnJPaJbo7X8Wvi_1hULmPw,医生 面食 看来 过敏 北方 小吃 面食 突然 医生 面食 容易 加重 体内 炎症 医生 不让 喝牛奶 顿时 觉得 早饭 面条 吃点 米粉 解馋 机会 查查 医生 办小 医疗机构 建议 没下 诊断
tb.1.cef676b5.L7xqrFU0CvS5DIL-ZfODDw,食物 治愈 身体 特别 不好 忌口 东西 刺激 油炸 海鲜 通通 每次 内心 阴暗 抑郁 一大堆 零食 嘴里塞 感觉 精神 病态 满足 吃不胖 身体 感觉 越来越 好吃 控制不了 退学
tb.1.cfb57f21.Ty3OI4DLH8p8hE18zLTYog,感觉 可笑 竟然 萌生 二十年 从来 想过 念头 帖子 感觉 成就 事业 继续 准备 考研
tb.1.cffd541.o4onjiTYrF5cHVQNuuIKbA,父亲 状况 复发
tb.1.d045dfef.llyN72XBgC-yDBaoMOSwiQ,喜欢 难得 遵从 内心 喜欢
tb.1.d204eb2b.NV-eb_iEAMw5mPgd2T4bxQ,上班 脾气 家里 脾气 有时候 莫名 有种 恐惧 担忧 不想 交流 孤独感 羡慕 老人 退休 失眠 每天晚上 醒来 特别 偏激 抑郁症 心里 问题 求得 咋办
tb.1.d235b252.W-yAu6UcDDT9W5Ie3zJgOg,抑郁症 每天 自杀 支持 自杀 理由 计划 撑不下去 自杀
tb.1.d2844c97.glFdUO9U7oVuURR2VmQ6UA,厉害 决定 好好学习 楼楼 抱抱 明天 看见 发帖 一起 加油 相信 相信
tb.1.d2bcc6d3.iGHgI593NXxKEuiGRftuoA,每天 天亮 稍微 睡着 痛苦
tb.1.d4354fb3.vgsMgYFjfL6Yc2-app3TMg,抑郁 总是 觉得 别人 说话 夜里 睡不着 听到 铃声 心神不宁 觉得 活着 浪费 空气 浪费 湿地 甘心 家里 不好 普通 正常 女孩子 不行
tb.1.d559d4e0.6vaDRLNpsEUyHNySENcyYg,分开 觉得 幸福
tb.1.d5cc5c4a.Da6yK2RiqjoesvMBv_wIQQ,奥氮 平会 手抖
tb.1.d667b7e4.5r5lIKSOMX8IQXqpRZk9-w,想卖 动力 地方
tb.1.d6698781.MNQWWfLmOUlWajrRL6IGLg,第一次 孤单 喜欢 结婚 女人 未婚 无话 不聊 每天 不怎么 心里 压抑 两月 看到 无话 不聊 产生 依赖 依赖
tb.1.da9035b0.6VDEb6aLm6vn4BxgmpP0eQ,觉得 咋样 问哈是 心理咨询 收费
tb.1.da984381.OaDnHK0Z3atT6kw40uBRGw,感觉 抑郁 心态 阳光 一起 加油 轻度 抑郁 积极 治疗
tb.1.da9fba6.rvJJi3h5XmKQYxL0TCXrQg,网上 简直 放屁
tb.1.db05b29f.OeGlYeeFSrV_7v6boFxVeQ,精神病 神经病 你活 痛苦 选择 没人会 亲人 或许 比较 痛苦 痛苦 别人 别人 痛苦 活下去 权力 别人 考虑 别人 家里人 感受 听信 跳楼 家里人 兴风作浪 估计 家里人 活活
tb.1.dc150987.3pdGyr5laVgpfLdjTqsIVg,尝试 接受 药物 治疗 度娘 回复 情绪 长期 低落 难以 自愈 严重 致有 倾向 医院 严重 学习 运动 沟通 劝告 直播 害怕 医院 器官 出血 起码 止血药 三七 云南白药
tb.1.dcb45d56.NSoWDS8egc_NdxeYjWyyYA,看吧 理解 抑郁症 理解 伤害
tb.1.dd7be6fe._ngXEfpAmqmdjUYmqvjo6w,喜欢 温度 东西 不留 水泡 皮肤 很红 那块 地方 特别 酸爽
tb.1.de0efca7.Ko8l5njQVit-vo-sY59DJw,上帝 重新 打开 一道 放弃 生活 可爱 缺陷 放弃 远方 幸福 语言 带来 安慰 真心 祝福 永远快乐 傻事 出现 慢慢 等待 仅仅 发病 想着 人生 重新 来过
tb.1.de17878f.xRBq5QS61LDCfVodTFfs3Q,乳腺 纤维瘤 伤疤 自卑 条件 不好 自卑 吵架 分手 失恋 导致 抑郁症 轻中度 抑郁症 吃药 晚上 不好 家里 条件 不好 老妈 心脏病 老爸 苦力 老哥 成家 看着 止不住 美好生活 面对 配合 治疗 个头 心理 测评 重度 抑郁症 从来 过会 发生 身上 漂亮 努力 工作 家里 付出 从来不 要求 有太多 委屈 从来不 说不出口 害死 老爸 回家 路上 回家 老妈
tb.1.de2cb2eb.wXbuWzhdu_JerrTJSVp87g,希望 有用 过得 朋友 告知 副作用 重度 抑郁 刚配 作用 刚配 作用
tb.1.de5a6192.h6a3GUwlWhM7geIIe53sng,倾诉 舍曲林 好吃 富马酸 硫平片 分享 吃播 经验 很爽 晚上 四片 会困 正常 全身 乏力 软软 正常 加油 少吃点 八片 早日康复 加重 大脑 奖赏 机制 自制力 下降 类似 感觉
tb.1.df961b3c.5AwWmHhyNdqOn3MLGl3hNg,倾诉 考试 焦虑 数学 太美 干嘛 要死
tb.1.e06c1cf2.FCXcLGEaRbu2J-hQNe_Cuw,啥事 刺激 犯病 主要 寄托 积极 心理 暗示
tb.1.e10a495f.9K4kHD0EGVI2XDu4JHbPoA,或许 孤独 温柔 平凡 人生 永远 低头 做人 试着 接纳 现实 希望 正确 面对 低头 妥协
tb.1.e28421bc.sWQbYEWwYmCxYBd6-xCWyg,聊聊吧 十八九岁 抑郁 东西 比较 喜欢 半夜 山里 着想 事情 漠视 生命 感觉 每周 放学 回家 徒步 回家 追求 痛苦 事情 找点 感觉 自杀 感受 痛苦 后边 慢慢 热爱生活 对待 遇见 生要 希望 期待 死要 坦然 不失 勇气 主动 找死 自杀 主动 闹事 脾气 暴躁 过来 发现 意义 看过 死亡 仍然 畏惧 生和死 调节 追求 意义 需要 敬畏 死亡 阶段 想法 学习 事情 保养 热爱 家人 友善 朋友
tb.1.e33947a6.aTOeWnUkE-5qQywemq8SvA,无锡 算不上 南方 中部 地区 南方 华南地区 广东 香港
tb.1.e36f3e6f.In9alE9edag7mbWizHfR6g,加油 坚持 胜利 世界 美好
tb.1.e4d69428.0cGlHDk1Td9DD5-sLETF0w,互动 抑郁 休学 估计 上学 差不多 同龄 大学生 病友 希望 朋友 一整天 一整天 说话 感觉 舒服 难过 交朋友 懂得 痛苦 朋友 倾诉 抗药性 填写 复学 申请 需要 康复 证明 明明 一辈子 康复 要强 面对 生活 当初 医生 自杀 房里 手里 弓子 住院 前两天 网友 不谈个 恋爱 觉得 困难 在意 感受 活活 累死 倾诉 感觉 眼前 世界 灰色 颜色 抬头 天上 乌云 看不到 阳光 感受 温暖 感觉 手脚 发自 皮肤 之下 热水 跟个 尸体 没什么 区别 吃药 吃药 吃药 吃药 吃药 睡觉 倾诉 喜欢 睡觉 托到 困得 不行 睡着 日夜 颠倒 睡觉 肯定 做梦 做梦 肯定 噩梦 水里 淹死 窒息 真实 水里 复活 皮肤 感觉 触感 仍然 呼吸 水下 水下 呼吸 生活 看到 人头 树木 躯干 怪物 女人 水底 看着 进入 一家 小店 小店 里面 一扇门 暗红色 破碎 状态 小男孩 告诉 破碎 噩梦 怕水 水底 埋葬 看到 水底 深处 密密麻麻 尸体 头皮发麻 感觉 看着 看不到 地方 看着 我用 手机 头上 梦里 真实 居住 卧室 底下 坐到 床上 背后 明显 感觉 疼痛 超出 忍耐 极限 惨叫 平时 不敢 开门 门外 人站 出不去 开门 看到 死死地 随时 感觉 现实 存在 明显 看不到 看到 头发 瘦瘦高高 肩膀 纹身 身上 觉得 适应能力 挺强 玩玩 睡睡 看着 感觉 确实 不太好 希望 私人 空间 大三 加个 好友 这有 吃药 效果 压力 学期 比较 鬼神 遇到 经历 相同 终于 感觉 亲切 希望 交朋友 经历 痛苦 人才 理解 痛苦 共同语言 何以见得 换个 盐酸 文拉法辛 缓释 胶囊 原因 白天 平静下来 麻木 需要 医生 建议 打骂 长大 直到 我病 爸妈 停止 泪水 忍耐 直接 巴掌 经历 主观臆断 别人 指手画脚 别人 尊重 降低 水准 不少 换药 加量 或许 试试 道理 开口 疯狗 张口 闭口 骂人 寻思 认识 母亲 诉苦 压根 必要 bb 半天 别人 认识 上来 喷粪 提前 吃屎 公狗母 别人 帖子 病症 帖子 骂人 羞耻心 截图 哪句 有理有据 气急败坏 抑郁症 诅咒 别人 别人 正规 医院 病症 网络 蛆虫 别人 抑郁 抑郁 允许 别人 阳光 非得 死去 爹妈 哭天抢地 整个 一级 别人 bbll 气急败坏 大脸 王者 对线 弟弟 母狗 脊梁骨 气急败坏 抑郁症 一脸 网络 喷粪 没事 王者 暴打 别人 母狗 瑶瑶 公主 抑郁症 战斗力 母亲 臭进 化粪池 卡车 回来 变成 碎肉 伴随 母亲 脑浆 化粪池 tm 掺着 出个 玩意 欺负 犹如 视频 轮奸 视频 bb 肯定 抑郁症 问候 别人 要点 不好 王者 上头 眼睛 化粪池 粉丝 母亲 父亲 心理 扭曲 关注 滚好 气哭 野狗 野狗 台面 建议 化粪池 母亲 相会 保证 搬个 为民除害 奖章 寻思 十一点 中午 化粪池 加餐 脑浆 旁边 正对 口味 tm 人真 野爹 抑郁症 欺负 tm 啥时候 帖子 上来 die 抑郁症 眼里 该死 觉得 妈生 畸形 十恶不赦 罪人 建议 拼好 切碎 饺子 正好 乖乖 王者 老子 会理 个物 抑郁症 万劫不复 原因 玩个 瑶瑶 公主 bb 允许 别人 绿茶 要点 早就 母狗 母狗 没想到 确实 喷水 母狗 抑郁症 人身攻击 理由 别怪 妈进 化粪池 说事 心理变态 杀人犯 整出 四不像 东西 打游戏 喷水 上分 建议 陪葬 孝子 两句 别人 弄碎 脑浆 池子 混合 化粪池 吊起来 暴打 老子 每天 死去 母亲 还生 不生 取个 超难
tb.1.e4fbf6ea.SZYgIjvb33KpuZKaxAY6eA,大三 半年前 诊断 重度 抑郁症 撑不住 每天 崩溃 累死
tb.1.e51449f1.DaeKsBqfxzko2s9U1T8JmQ,抱抱 希望 开心起来
tb.1.e52b38d4.E-CxE9LjpqjZ9dKffxaapA,依然 活着 足够 来自 福建省 漳州市 行政 服务中心 科员
tb.1.e57d19bb.SzMj8Z2CRblqpNsexC2vcQ,燃烧 生命 制造 快乐 烟花 八十 老汉
tb.1.e5d2ef73.nNlTU_GmyYm0UwD3NXCplw,心情 复杂 聊天 微信 id
tb.1.e66e98a4.3VY0n1FWk0kRM-3tsyGuhQ,厉害 想着 休学 强忍 高三 高考 完丧 没边 高考 成绩 直接 决定 住院
tb.1.e70eb651.SOUaLVJIsSLnJc_g1lo4jg,GOD bless 半个 药效 正常 继续
tb.1.e7d66827.Ob-S--FJ4PONu6OqXJOSOg,抑郁症 引起 家庭环境 父母 教育 方式 不好 导致 抑郁症
tb.1.e7dd1dc1.Le8dqQBT3EmOz754EnWlkw,同高二 休学 在家 睡觉 韩综 韩剧
tb.1.e804cd5.bww0BuoYWX1Y3aZBeSJoig,感觉 无形中 漩涡 吸着 身不由己 滑向深渊
tb.1.e8d4c435.AaCDNHw28X1Am8OLOb8MOQ,能活 很久很久 相信 人生 精彩
tb.1.e8e5340d.m8DHRgGCiBg3bORytVo63g,抗抑郁 便宜 效果 舍曲林 太贵 五百 吃不起 不想 吃药 经常 自杀 日子 过得 太难 坚持 抑郁 缓解 暴食 第一次 心理医生 加开 倾诉 忍住 不去 医院 越来越 严重 早上 精神状态 下午 三点 以后 比较 容易 烦躁 晚上 焦虑 暴食 暂时 好受 两三天 两三天 严重 活着 意思 东西 觉得 胸口 无法 呼吸 三天两头 伤心 绝望 很难 控制 头晕 脑胀 反应力 越来越 迟钝 长期 失眠 精神恍惚 朋友 觉得 孤独 希望 朋友 害怕 接触 别人 懒得 说话 网上 自测 抑郁症 焦虑症 重度 暴食 症有 严重 要戒 毒品 整个 难受 网上 百忧解 缓解 暴食 单吃 效果 便宜 效果 心理 科要 评估 开药 大慨要 倾诉 心理医生 检查 测试 心电图 抽血 两盒 三百多 干嘛 心电图 抽血 吃药 检查 身体状况 倾诉 吃酸 艾司 西酞 普兰 第一天 副作用 难受 心情 稳定 糟糕 副作用 可怕 断药 半颗 草酸 半个 每天 睡不着 换药 痛苦 睡眠 终于 难受 副作用 接受 进口 国产 精神恍惚 抗抑郁 安眠药 一起 我过 马路 精神恍惚 忘记 马路 突然 发呆 情况 比较严重 每天 面对 崩溃 事情 医生 进口 效果 时间 静坐 主要 浮躁 念头 烦躁 四训 感觉 雷锋 看不懂 生活 经历 导致 思想 扭曲 生活 孩子 做好事 逛街 需要 帮助 需要 出钱 舍不得 每天 痛苦 效果 忘记 结婚 生活 糟糕 老是 觉得 走上 绝路 自杀 每天 焦虑 烦躁 孩子 收入 五百块 消费 不起 不敢 医院 不敢 医生 吃药 吃药 好多钱 淘宝 便宜 效果 药店 孩子 人带 上班 好羡慕 希望 厌食 肚子 难受 长肉 痛苦 早就 问题 后悔 结婚 孩子 第一天 副作用 睡眠 太难受 失眠 第一天 副作用 睡眠 太难受 第一天 副作用 下午 睡眠 太难受 副作用 第一天 严重 失眠 彻夜不眠 半个 失眠 配合 一起 药会 失眠 副作用 副作用 半片 效果 暂时 不加量
tb.1.e9b1be6b.owTpithgI6SFqUELz_xAdQ,春天 容易 复发 试试 锻炼 心情 朝好 倾诉 每天 鼓励 开开心心 活着 喝酒 定个 可行 目标 锻炼 表示 满意 接受 享受 喜怒哀乐 太阳 依然 每天 升起 有时 日子 人过 前天 激将 槐花 泌人 心脾 年龄 年代 飘过 命运 把握 空气 清新 只想静 一静 狗屎 坚持 跑步 风雨无阻 坚持 计数 玫瑰 熬过去 柳暗花明 医生 吃药 吃药 蔷薇花 目前 不满 医生 告诉 接受 认命 医生 能量 方法 纸条 列出来 运动 护身符 完美 敏感 表扬 与人为善 榕树 开花 中心 紧张 挫折 情绪 不适 参乎 活动 抑郁 自助 手册 愉快 盛极必衰 密极 必疏 避免 过密 生活 酸甜苦辣 咖啡 绿茶 口香糖 惊铃 能量守恒 理解 天太热 原因 有时 微笑 觉得 需要 抗郁药 制订 计划 勇敢 活下去 多么 天真无邪 眼神 活着 竟然 一口气 文笔 不错 治疗 没什么 秘方 父母 迫不得已 局限性 环境 左右 工作狂 说明 很棒 生病 规划 生活 有时 容易 面子 顶个 感力 季节 原因 难受 厉害 有时 开导 钻牛角尖 享受 难受 难受 真是 无可奈何 愤怒 无语 有时 相当 勉强 笑话 医生 吃药 气头上 互相 伤害 照片 一想 释然 姐姐
tb.1.ea434e8a.xm1C-DW7WTmIGd8tNrPg4Q,现实 发现 曾经 欺负 混混 流氓 同学 一下子 变成 人模狗样 精英 人士 同学聚会 风采 欺负 患上 社交 恐惧 抑郁症 打工 坏孩子 成功 老实人 永远 社会 最底层 有时候 分不清 社交 恐惧症 抑郁症 区别 痛苦
tb.1.ebd2bc2a.Cyl5kiPVV2L0cxyRk0sb-g,需要 参加 有利 身体 健康
tb.1.ec03795d.f55-Rv46J0yxkOw903kUeg,顶住 先干些 意义 阶段 从小 父母 教育 成绩 不错 能力 情商 不足 考试 考试 过关斩将 研究生 要求 创新 思维 idea 发现自己 适应 周围 想法 越来越 末位 自我 怀疑 我家 条件 不好 选项 坚持 冲出 老哥 善良 善解人意 楼上 哥们 归根结底 逃避 遇到 缩起来 喜欢 抱团 取暖 愿意 直接 面对 害怕 不好 无数 性格 女生 胆小 敏感 十万 不止 绝对 大老爷们 道理 执行 很难 莫不是 石头城 地方 不用 回复 活着 健康 身边 父母 安慰 出人头地 名字 早点 出现 借书 卡上 好多 追逐 梦想 模样 羡慕 现实 追求 工资
tb.1.ec685782.tN9t8QHcBofoI5ahAszHkQ,检测 倾诉 体会 抽烟 影响 抗抑郁 疗效
tb.1.ec7eacd1.PZV0POM3pvMW-nLvJWpFig,同样 同样 校园 暴力 家庭 全员 贬低 交流 教育 从小 特别 自卑 离家出走 逃离 想象 成功 每次 外面 不敢 面对现实 社会 回家 回家 想要 继续 逃离 总是 贬低 永远 永远 原因 直接
tb.1.ed5b6570.SWstENQOMUE-rkOcqkxwzQ,同感 感觉 别人 别人 矫情 在意 别人 眼光 反反复复 超级 敏感
tb.1.edd5ec99.xaU7tKTQngnk2-mWIk3c1Q,我教 学佛 帮助 需要 帮助 心经 净空 法师 视频 生活 感情 如人饮水 冷暖自知 煎熬 无人 能替 一念 天堂 地狱
tb.1.ee15c12b.TE0SKZpV6r75o9Rs0s0hSQ,消息 情况 一模一样 容易 崩溃 我怕 错话 网友 害怕
tb.1.ef4a128b.q_8nuwexBSu3hnhPS4xgfw,性格 抑郁 我本 性格 懦弱 人才 抑郁 看到 图片 难过 没谈过 恋爱 好看 抑郁 好看 解决 烦恼 妹妹 帅气 抑郁 影响 外表 自信 开朗 乐观 向上 到时候 自然而然 容貌 跟着 改变 努力 全世界 温柔 吃药后 身上 到处 肥胖 加油 困意 幸福 睡个 好觉 希望 体验 正常人 快乐 倾诉 人们 喜欢 好看 散发 香味 美丽 花朵 农村 有种 臭虫 一碰 粘得 浑身 干净 满身 臭味 意思 别人 不爱 原因 唯一 尽量 人迹 罕见 地方 不让 遇见 世界 最大 温柔 大道理 一大堆 依旧 安慰 呵呵 差钱 帖子 佩服 自卑 东西 骨子里 真得 可怕 这辈子 摆脱 磨磨 习惯 慢慢来 榴莲 鼓励 打气 每天 很棒 自我 催眠 差不多 感同身受 觉得 慢慢来 希望 恢复 感觉 霸道 温柔 康复 好看 有份 不错 工作 厉害 美女 难受 希望 世上 当年 住院 没事 医生 唠嗑 差点 医生 要强 敏感 性格 自卑 世上 感同身受 厉害 自杀 战胜 内心 恶魔 不好意思 觉得 说话 欠妥 抑郁症 不错 脱离苦海 不远 加油 强大 不太会 抑郁 乐观 问题 障碍 属于 坚强 抑郁症 病人 看不到 世界 美好 解脱 孤独 寻找 存在 主动 发给 不全是 话费 会发 信息 可恨 睡不着 奥氮平 百忧解 奥氮平 身上 不少 肥胖 这药 促进 食欲 导致 快速 长胖 抗抑郁 功效 出现 木僵 状态 吃饭 需要 别人 住院 复发 种药 记得 记得 长胖 五六十斤 量大增 想着 别人 离开 情况 明白 靠着 网络 恋爱 心灵 寻找 慰籍 能养 一段时间 各取所需 想不开 脑子里 全是 负面 情绪 现实 别人 本来 无人 逛逛 倾诉 这得 痛到 程度 对待 抱抱 每天 能量 满满 能量 自我 肯定 自卑 强多 吃药 吃药 厉害 工作 觉得 勇气 正常人 明白 压抑 到极点 感觉 坚持 坚持 觉得 自卑 自卑 觉得 脑子 好笨 别人 打交道 敏感 朋友 聊天 感觉 理解 明白 感受 年轻 慢慢来 没什么 大道理 道理 乐观 坚强 性格 因素 造成 人格 缺陷 很难 慢慢来 别着急 离开 继续 加油
tb.1.ef7fbe3.1EwfeIyT2Jy1_IZTOrzpPQ,倾诉 痛苦 好想哭 停药 有种 吐不出 不出 感觉 痛苦 胸口 堵得 失眠 到来 任何人 倾诉
tb.1.ef8b76f3.e94HPoDc3gOByu-ofBte2g,真巧 第一张 造型
tb.1.efbf623e.BmuSo2ndM9ohR_D8CBO6xA,女儿 妄想症 焦虑 重度 抑郁 在家 中药 停药 不行
